date,weekday,setup,tier,open_pos,result,pnl_pts,entry,exit,va_range,poc,vah,val
2024-10-11,Viernes,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,LOSS,-53.4,20357.3,20410.7,46.4,20375.6,20403.8,20357.3
2024-10-14,Lunes,FADE_GAP_UP,TIER1_CLEAN,ABOVE_VA,LOSS,-15.6,20538.8,20554.4,78.1,20506.6,20531.8,20453.8
2024-10-15,Martes,FADE_GAP_UP,TIER1_CLEAN,ABOVE_VA,LOSS,-7.4,20624.5,20631.9,37.2,20606.5,20621.6,20584.4
2024-10-16,Miércoles,BOUNCE_FROM_VAL,TIER1_CLEAN,BELOW_VA,LOSS,-7.3,20350.6,20343.2,36.5,20367.7,20387.1,20350.6
2024-10-17,Jueves,BREAKOUT_BUY,TIER2_NORMAL,INSIDE_VA,LOSS,-146.4,20560.8,20414.4,127.3,20519.8,20560.8,20433.5
2024-10-17,Jueves,BREAKOUT_SELL,TIER2_NORMAL,INSIDE_VA,LOSS,-146.4,20433.5,20579.8,127.3,20519.8,20560.8,20433.5
2024-10-18,Viernes,FADE_GAP_UP,TIER1_CLEAN,ABOVE_VA,LOSS,-10.8,20478.8,20489.5,53.8,20442.3,20477.5,20423.6
2024-10-21,Lunes,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,WIN,88.2,20459.8,20548.0,88.2,20448.2,20459.8,20371.6
2024-10-21,Lunes,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,FLAT,-84.7,20371.6,20456.2,88.2,20448.2,20459.8,20371.6
2024-10-22,Martes,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,LOSS,-83.3,20449.7,20366.4,72.4,20405.0,20449.7,20377.3
2024-10-22,Martes,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,LOSS,-83.3,20377.3,20460.5,72.4,20405.0,20449.7,20377.3
2024-10-23,Miércoles,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,WIN,52.8,20453.4,20400.6,52.8,20478.2,20506.2,20453.4
2024-10-24,Jueves,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,WIN,65.1,20359.4,20294.3,65.1,20381.7,20424.4,20359.4
2024-10-25,Viernes,FADE_GAP_UP,TIER1_CLEAN,ABOVE_VA,LOSS,-14.6,20492.0,20506.6,73.2,20431.5,20476.8,20403.5
2024-10-28,Lunes,FADE_GAP_UP,TIER1_CLEAN,ABOVE_VA,WIN,1.4,20658.8,20657.4,44.7,20633.4,20657.4,20612.7
2024-10-29,Martes,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,WIN,50.0,20529.8,20579.8,50.0,20493.8,20529.8,20479.8
2024-10-29,Martes,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,LOSS,-57.5,20479.8,20537.2,50.0,20493.8,20529.8,20479.8
2024-10-31,Jueves,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,WIN,92.6,20326.7,20234.1,92.6,20390.6,20419.2,20326.7
2024-11-01,Viernes,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,LOSS,-45.5,20119.1,20073.7,39.5,20096.3,20119.1,20079.6
2024-11-01,Viernes,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,LOSS,-45.5,20079.6,20125.1,39.5,20096.3,20119.1,20079.6
2024-11-04,Lunes,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,LOSS,-67.6,20193.8,20126.2,58.8,20171.8,20193.8,20135.0
2024-11-04,Lunes,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,WIN,58.8,20135.0,20076.2,58.8,20171.8,20193.8,20135.0
2024-11-05,Martes,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,LOSS,-46.1,20163.2,20117.1,40.1,20145.8,20163.2,20123.1
2024-11-05,Martes,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,LOSS,-46.1,20123.1,20169.2,40.1,20145.8,20163.2,20123.1
2024-11-06,Miércoles,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,FLAT,67.0,20731.2,20798.2,91.2,20681.1,20731.2,20640.1
2024-11-07,Jueves,FADE_GAP_UP,TIER1_CLEAN,ABOVE_VA,LOSS,-9.7,20985.5,20995.2,48.4,20943.3,20975.0,20926.6
2024-11-08,Viernes,BREAKOUT_BUY,TIER2_NORMAL,INSIDE_VA,FLAT,-6.5,21225.5,21219.0,103.8,21161.8,21225.5,21121.8
2024-11-11,Lunes,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,WIN,36.4,21277.7,21241.3,36.4,21288.6,21314.1,21277.7
2024-11-12,Martes,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,LOSS,-55.9,21225.8,21169.8,48.6,21182.8,21225.8,21177.1
2024-11-12,Martes,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,FLAT,22.4,21177.1,21154.8,48.6,21182.8,21225.8,21177.1
2024-11-13,Miércoles,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,LOSS,-70.9,21177.1,21106.2,61.6,21127.3,21177.1,21115.5
2024-11-13,Miércoles,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,FLAT,-50.0,21115.5,21165.5,61.6,21127.3,21177.1,21115.5
2024-11-14,Jueves,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,WIN,56.5,21123.8,21067.2,56.5,21162.0,21180.3,21123.8
2024-11-15,Viernes,BOUNCE_FROM_VAL,TIER1_CLEAN,BELOW_VA,LOSS,-9.9,20812.2,20802.3,49.4,20845.9,20861.6,20812.2
2024-11-18,Lunes,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,LOSS,-107.5,20639.2,20531.7,93.5,20560.4,20639.2,20545.8
2024-11-18,Lunes,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,LOSS,-107.5,20545.8,20653.2,93.5,20560.4,20639.2,20545.8
2024-11-19,Martes,BOUNCE_FROM_VAL,TIER2_NORMAL,BELOW_VA,LOSS,-25.4,20497.5,20472.1,127.2,20583.8,20624.7,20497.5
2024-11-20,Miércoles,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,WIN,42.1,20786.1,20744.0,42.1,20796.6,20828.2,20786.1
2024-11-21,Jueves,FADE_GAP_UP,TIER3_NOISY,ABOVE_VA,LOSS,-33.3,20844.8,20878.0,166.5,20683.1,20771.0,20604.5
2024-11-22,Viernes,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,LOSS,-84.5,20817.2,20732.7,73.5,20792.0,20817.2,20743.8
2024-11-22,Viernes,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,LOSS,-84.5,20743.8,20828.2,73.5,20792.0,20817.2,20743.8
2024-11-25,Lunes,FADE_GAP_UP,TIER1_CLEAN,ABOVE_VA,LOSS,-7.0,20998.8,21005.8,35.0,20964.9,20979.2,20944.2
2024-11-26,Martes,FADE_GAP_UP,TIER1_CLEAN,ABOVE_VA,LOSS,-16.5,20943.2,20959.7,82.4,20888.0,20934.4,20852.0
2024-11-27,Miércoles,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,WIN,45.7,20924.3,20878.5,45.7,20965.7,20970.0,20924.3
2024-12-02,Lunes,FADE_GAP_UP,TIER1_CLEAN,ABOVE_VA,LOSS,-12.9,21027.0,21039.9,64.5,20954.5,21004.5,20940.0
2024-12-03,Martes,BOUNCE_FROM_VAL,TIER1_CLEAN,BELOW_VA,LOSS,-6.0,21196.4,21190.4,30.1,21220.0,21226.6,21196.4
2024-12-04,Miércoles,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,FLAT,23.8,21449.5,21473.2,70.8,21410.4,21449.5,21378.7
2024-12-05,Jueves,FADE_GAP_UP,TIER1_CLEAN,ABOVE_VA,LOSS,-5.8,21527.0,21532.8,29.2,21507.7,21521.5,21492.2
2024-12-06,Viernes,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,WIN,41.8,21491.0,21532.7,41.8,21474.6,21491.0,21449.2
2024-12-09,Lunes,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,WIN,72.2,21586.0,21513.8,72.2,21620.1,21658.2,21586.0
2024-12-10,Martes,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,WIN,66.0,21514.0,21580.0,66.0,21461.5,21514.0,21448.0
2024-12-11,Miércoles,FADE_GAP_UP,TIER1_CLEAN,ABOVE_VA,LOSS,-12.2,21528.5,21540.7,60.8,21442.7,21479.6,21418.8
2024-12-12,Jueves,BOUNCE_FROM_VAL,TIER1_CLEAN,BELOW_VA,LOSS,-14.0,21694.0,21680.0,70.0,21729.0,21764.0,21694.0
2024-12-13,Viernes,FADE_GAP_UP,TIER1_CLEAN,ABOVE_VA,LOSS,-19.1,21821.5,21840.6,95.7,21786.8,21821.0,21725.2
2024-12-16,Lunes,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,WIN,73.1,21913.5,21986.6,73.1,21859.8,21913.5,21840.4
2024-12-17,Martes,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,WIN,57.5,22025.5,21968.0,57.5,22055.8,22083.0,22025.5
2024-12-18,Miércoles,BOUNCE_FROM_VAL,TIER1_CLEAN,BELOW_VA,LOSS,-9.9,22027.8,22017.9,49.4,22062.4,22077.2,22027.8
2024-12-19,Jueves,BREAKOUT_BUY,TIER2_NORMAL,INSIDE_VA,LOSS,-159.3,21388.7,21229.4,138.5,21303.1,21388.7,21250.2
2024-12-19,Jueves,BREAKOUT_SELL,TIER2_NORMAL,INSIDE_VA,FLAT,-47.1,21250.2,21297.2,138.5,21303.1,21388.7,21250.2
2024-12-20,Viernes,BREAKOUT_BUY,TIER2_NORMAL,INSIDE_VA,FLAT,-10.8,20956.0,20945.2,143.9,20845.7,20956.0,20812.1
2024-12-23,Lunes,BOUNCE_FROM_VAL,TIER2_NORMAL,BELOW_VA,LOSS,-23.7,21590.3,21566.6,118.3,21665.9,21708.6,21590.3
2024-12-26,Jueves,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,LOSS,-93.7,21989.3,21895.6,81.5,21938.4,21989.3,21907.8
2024-12-26,Jueves,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,LOSS,-93.7,21907.8,22001.6,81.5,21938.4,21989.3,21907.8
2024-12-30,Lunes,BOUNCE_FROM_VAL,TIER3_NOISY,BELOW_VA,LOSS,-46.5,21458.2,21411.7,232.6,21652.0,21690.8,21458.2
2024-12-31,Martes,BREAKOUT_SELL,TIER2_NORMAL,INSIDE_VA,FLAT,73.6,21403.6,21330.0,121.2,21488.9,21524.8,21403.6
2025-01-02,Jueves,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,WIN,92.0,21352.5,21260.5,92.0,21372.6,21444.5,21352.5
2025-01-03,Viernes,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,WIN,40.2,21258.5,21298.7,40.2,21230.3,21258.5,21218.2
2025-01-06,Lunes,BREAKOUT_BUY,TIER2_NORMAL,INSIDE_VA,WIN,120.0,21760.5,21880.5,120.0,21716.5,21760.5,21640.5
2025-01-07,Martes,FADE_GAP_UP,TIER1_CLEAN,ABOVE_VA,LOSS,-11.0,21778.2,21789.3,55.1,21733.8,21771.1,21716.1
2025-01-08,Miércoles,BREAKOUT_SELL,TIER2_NORMAL,INSIDE_VA,FLAT,-96.0,21289.5,21385.5,136.0,21384.0,21425.6,21289.5
2025-01-09,Jueves,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,FLAT,-17.5,21284.0,21301.5,46.6,21313.1,21330.6,21284.0
2025-01-10,Viernes,BOUNCE_FROM_VAL,TIER3_NOISY,BELOW_VA,LOSS,-30.6,21176.0,21145.4,152.8,21279.7,21328.8,21176.0
2025-01-13,Lunes,BREAKOUT_BUY,TIER2_NORMAL,INSIDE_VA,FLAT,-105.8,20843.3,20737.5,117.9,20800.1,20843.3,20725.4
2025-01-13,Lunes,BREAKOUT_SELL,TIER2_NORMAL,INSIDE_VA,LOSS,-135.6,20725.4,20861.0,117.9,20800.1,20843.3,20725.4
2025-01-14,Martes,BREAKOUT_SELL,TIER2_NORMAL,INSIDE_VA,WIN,113.0,21017.2,20904.1,113.0,21053.7,21130.2,21017.2
2025-01-15,Miércoles,FADE_GAP_UP,TIER3_NOISY,ABOVE_VA,LOSS,-50.4,21281.5,21331.9,252.0,20944.0,21175.0,20923.0
2025-01-16,Jueves,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,WIN,100.0,21424.4,21324.4,100.0,21456.6,21524.4,21424.4
2025-01-17,Viernes,FADE_GAP_UP,TIER3_NOISY,ABOVE_VA,LOSS,-31.3,21541.8,21573.1,156.7,21344.8,21428.0,21271.3
2025-01-21,Martes,FADE_GAP_UP,TIER1_CLEAN,ABOVE_VA,WIN,4.9,21725.5,21720.6,76.0,21702.9,21720.6,21644.6
2025-01-22,Miércoles,FADE_GAP_UP,TIER1_CLEAN,ABOVE_VA,LOSS,-10.7,21930.5,21941.2,53.7,21888.5,21927.9,21874.2
2025-01-23,Jueves,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,LOSS,-47.9,21916.0,21868.2,41.6,21899.0,21916.0,21874.4
2025-01-23,Jueves,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,LOSS,-47.9,21874.4,21922.3,41.6,21899.0,21916.0,21874.4
2025-01-24,Viernes,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,WIN,26.4,22012.6,22038.9,26.4,22001.8,22012.6,21986.2
2025-01-24,Viernes,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,LOSS,-30.4,21986.2,22016.5,26.4,22001.8,22012.6,21986.2
2025-01-27,Lunes,BREAKOUT_BUY,TIER3_NOISY,INSIDE_VA,FLAT,-99.4,21308.6,21209.2,396.3,21048.6,21308.6,20912.4
2025-01-28,Martes,BREAKOUT_BUY,TIER2_NORMAL,INSIDE_VA,WIN,100.4,21376.2,21476.7,100.4,21343.7,21376.2,21275.8
2025-01-28,Martes,BREAKOUT_SELL,TIER2_NORMAL,INSIDE_VA,WIN,100.4,21275.8,21175.4,100.4,21343.7,21376.2,21275.8
2025-01-29,Miércoles,BOUNCE_FROM_VAL,TIER1_CLEAN,BELOW_VA,LOSS,-13.5,21623.1,21609.7,67.4,21665.8,21690.5,21623.1
2025-01-30,Jueves,FADE_GAP_UP,TIER1_CLEAN,ABOVE_VA,LOSS,-11.3,21668.5,21679.8,56.4,21651.8,21668.2,21611.8
2025-01-31,Viernes,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,LOSS,-44.9,21807.4,21762.5,39.1,21786.5,21807.4,21768.3
2025-01-31,Viernes,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,LOSS,-44.9,21768.3,21813.3,39.1,21786.5,21807.4,21768.3
2025-02-03,Lunes,BREAKOUT_BUY,TIER2_NORMAL,INSIDE_VA,LOSS,-115.2,21253.8,21138.6,100.2,21212.8,21253.8,21153.6
2025-02-03,Lunes,BREAKOUT_SELL,TIER2_NORMAL,INSIDE_VA,LOSS,-115.2,21153.6,21268.8,100.2,21212.8,21253.8,21153.6
2025-02-04,Martes,BREAKOUT_BUY,TIER2_NORMAL,INSIDE_VA,WIN,119.5,21472.9,21592.4,119.5,21391.8,21472.9,21353.4
2025-02-05,Miércoles,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,WIN,67.2,21537.4,21604.6,67.2,21490.3,21537.4,21470.1
2025-02-06,Jueves,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,LOSS,-87.6,21828.5,21740.9,76.2,21809.5,21828.5,21752.3
2025-02-06,Jueves,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,LOSS,-87.6,21752.3,21839.9,76.2,21809.5,21828.5,21752.3
2025-02-07,Viernes,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,WIN,51.2,21878.8,21930.0,51.2,21857.8,21878.8,21827.5
2025-02-07,Viernes,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,LOSS,-58.9,21827.5,21886.4,51.2,21857.8,21878.8,21827.5
2025-02-10,Lunes,FADE_GAP_UP,TIER1_CLEAN,ABOVE_VA,LOSS,-10.9,21780.5,21791.4,54.7,21712.0,21737.7,21683.0
2025-02-11,Martes,BOUNCE_FROM_VAL,TIER1_CLEAN,BELOW_VA,LOSS,-10.0,21726.6,21716.6,49.9,21749.4,21776.5,21726.6
2025-02-12,Miércoles,BOUNCE_FROM_VAL,TIER3_NOISY,BELOW_VA,LOSS,-33.5,21682.2,21648.7,167.8,21788.5,21850.0,21682.2
2025-02-13,Jueves,FADE_GAP_UP,TIER1_CLEAN,ABOVE_VA,LOSS,-16.8,21877.5,21894.2,83.8,21817.2,21870.2,21786.5
2025-02-14,Viernes,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,FLAT,-8.9,22147.4,22138.5,68.6,22113.1,22147.4,22078.8
2025-02-18,Martes,FADE_GAP_UP,TIER1_CLEAN,ABOVE_VA,WIN,6.2,22311.8,22305.6,35.4,22271.4,22305.6,22270.2
2025-02-19,Miércoles,BOUNCE_FROM_VAL,TIER1_CLEAN,BELOW_VA,LOSS,-10.9,22214.8,22203.9,54.5,22254.9,22269.3,22214.8
2025-02-20,Jueves,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,LOSS,-48.3,22211.9,22163.6,42.0,22205.3,22211.9,22169.9
2025-02-20,Jueves,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,LOSS,-48.3,22169.9,22218.2,42.0,22205.3,22211.9,22169.9
2025-02-21,Viernes,FADE_GAP_UP,TIER1_CLEAN,ABOVE_VA,WIN,20.9,22224.0,22203.1,98.9,22158.4,22203.1,22104.2
2025-02-24,Lunes,FADE_GAP_UP,TIER1_CLEAN,ABOVE_VA,WIN,1.9,21799.8,21797.8,48.4,21773.6,21797.8,21749.4
2025-02-25,Martes,BREAKOUT_SELL,TIER2_NORMAL,INSIDE_VA,WIN,110.5,21330.2,21219.7,110.5,21399.3,21440.7,21330.2
2025-02-26,Miércoles,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,LOSS,-53.8,21309.1,21255.3,46.8,21279.2,21309.1,21262.3
2025-02-26,Miércoles,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,WIN,46.8,21262.3,21215.5,46.8,21279.2,21309.1,21262.3
2025-02-27,Jueves,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,LOSS,-91.5,21353.3,21261.8,79.6,21316.8,21353.3,21273.7
2025-02-27,Jueves,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,LOSS,-91.5,21273.7,21365.3,79.6,21316.8,21353.3,21273.7
2025-02-28,Viernes,BOUNCE_FROM_VAL,TIER1_CLEAN,BELOW_VA,LOSS,-14.0,20605.2,20591.2,70.0,20655.6,20675.2,20605.2
2025-03-03,Lunes,FADE_GAP_UP,TIER3_NOISY,ABOVE_VA,LOSS,-31.2,21065.2,21096.5,156.2,20998.0,21044.2,20888.0
2025-03-04,Martes,BOUNCE_FROM_VAL,TIER3_NOISY,BELOW_VA,LOSS,-47.0,20347.8,20300.7,235.2,20545.6,20583.0,20347.8
2025-03-05,Miércoles,BOUNCE_FROM_VAL,TIER2_NORMAL,BELOW_VA,LOSS,-24.1,20456.4,20432.3,120.4,20520.4,20576.8,20456.4
2025-03-06,Jueves,BREAKOUT_BUY,TIER3_NOISY,INSIDE_VA,LOSS,-187.0,20484.9,20297.8,162.6,20374.5,20484.9,20322.2
2025-03-06,Jueves,BREAKOUT_SELL,TIER3_NOISY,INSIDE_VA,WIN,81.3,20322.2,20240.9,162.6,20374.5,20484.9,20322.2
2025-03-07,Viernes,BOUNCE_FROM_VAL,TIER2_NORMAL,BELOW_VA,LOSS,-20.3,20101.0,20080.7,101.6,20167.5,20202.6,20101.0
2025-03-10,Lunes,BREAKOUT_SELL,TIER3_NOISY,INSIDE_VA,WIN,92.3,19870.7,19778.4,184.6,19953.3,20055.3,19870.7
2025-03-11,Martes,BOUNCE_FROM_VAL,TIER1_CLEAN,BELOW_VA,LOSS,-19.4,19475.8,19456.4,97.1,19551.6,19572.9,19475.8
2025-03-12,Miércoles,BREAKOUT_BUY,TIER3_NOISY,INSIDE_VA,LOSS,-292.4,19775.1,19482.7,254.3,19554.3,19775.1,19520.8
2025-03-12,Miércoles,BREAKOUT_SELL,TIER3_NOISY,INSIDE_VA,FLAT,-112.2,19520.8,19633.0,254.3,19554.3,19775.1,19520.8
2025-03-13,Jueves,BREAKOUT_BUY,TIER2_NORMAL,INSIDE_VA,LOSS,-150.0,19585.0,19434.9,130.5,19481.3,19585.0,19454.5
2025-03-13,Jueves,BREAKOUT_SELL,TIER2_NORMAL,INSIDE_VA,WIN,130.5,19454.5,19324.0,130.5,19481.3,19585.0,19454.5
2025-03-14,Viernes,FADE_GAP_UP,TIER1_CLEAN,ABOVE_VA,LOSS,-17.4,19495.8,19513.2,87.2,19443.6,19484.4,19397.2
2025-03-17,Lunes,BREAKOUT_BUY,TIER3_NOISY,INSIDE_VA,FLAT,-89.0,19778.5,19689.5,163.9,19685.4,19778.5,19614.6
2025-03-18,Martes,BOUNCE_FROM_VAL,TIER1_CLEAN,BELOW_VA,LOSS,-13.3,19717.7,19704.4,66.6,19768.8,19784.3,19717.7
2025-03-19,Miércoles,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,LOSS,-74.3,19580.4,19506.1,64.6,19543.8,19580.4,19515.8
2025-03-19,Miércoles,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,LOSS,-74.3,19515.8,19590.1,64.6,19543.8,19580.4,19515.8
2025-03-20,Jueves,BOUNCE_FROM_VAL,TIER3_NOISY,BELOW_VA,LOSS,-49.5,19636.3,19586.8,247.5,19842.5,19883.8,19636.3
2025-03-24,Lunes,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,FLAT,78.2,20276.2,20354.5,96.1,20213.2,20276.2,20180.1
2025-03-25,Martes,FADE_GAP_UP,TIER1_CLEAN,ABOVE_VA,LOSS,-18.5,20407.0,20425.5,92.5,20337.0,20385.8,20293.2
2025-03-26,Miércoles,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,LOSS,-36.8,20484.3,20447.5,32.0,20460.3,20484.3,20452.3
2025-03-26,Miércoles,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,WIN,32.0,20452.3,20420.4,32.0,20460.3,20484.3,20452.3
2025-03-27,Jueves,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,LOSS,-78.2,20122.0,20043.8,68.0,20094.4,20122.0,20054.0
2025-03-27,Jueves,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,WIN,68.0,20054.0,19986.0,68.0,20094.4,20122.0,20054.0
2025-03-28,Viernes,BOUNCE_FROM_VAL,TIER1_CLEAN,BELOW_VA,LOSS,-15.3,19878.0,19862.7,76.3,19924.3,19954.2,19878.0
2025-03-31,Lunes,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,LOSS,-82.5,19246.6,19164.1,71.8,19218.4,19246.6,19174.9
2025-03-31,Lunes,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,WIN,71.8,19174.9,19103.1,71.8,19218.4,19246.6,19174.9
2025-04-01,Martes,BREAKOUT_BUY,TIER2_NORMAL,INSIDE_VA,LOSS,-122.5,19444.4,19321.9,106.5,19387.8,19444.4,19337.9
2025-04-01,Martes,BREAKOUT_SELL,TIER2_NORMAL,INSIDE_VA,LOSS,-122.5,19337.9,19460.4,106.5,19387.8,19444.4,19337.9
2025-04-02,Miércoles,BOUNCE_FROM_VAL,TIER3_NOISY,BELOW_VA,LOSS,-34.9,19418.1,19383.2,174.7,19522.1,19592.8,19418.1
2025-04-03,Jueves,BOUNCE_FROM_VAL,TIER3_NOISY,BELOW_VA,LOSS,-33.2,18955.7,18922.5,166.0,19027.6,19121.7,18955.7
2025-04-04,Viernes,BREAKOUT_SELL,TIER3_NOISY,INSIDE_VA,WIN,285.0,18105.8,17820.8,570.0,18576.0,18675.8,18105.8
2025-04-07,Lunes,BREAKOUT_BUY,TIER3_NOISY,INSIDE_VA,LOSS,-550.6,17224.8,16674.2,478.8,17051.9,17224.8,16746.0
2025-04-07,Lunes,BREAKOUT_SELL,TIER3_NOISY,INSIDE_VA,LOSS,-550.6,16746.0,17296.6,478.8,17051.9,17224.8,16746.0
2025-04-08,Martes,FADE_GAP_UP,TIER3_NOISY,ABOVE_VA,LOSS,-52.4,17982.0,18034.4,262.2,17767.3,17957.4,17695.2
2025-04-09,Miércoles,BREAKOUT_BUY,TIER3_NOISY,INSIDE_VA,WIN,207.0,17356.0,17563.0,414.0,17160.5,17356.0,16942.0
2025-04-10,Jueves,BREAKOUT_SELL,TIER3_NOISY,INSIDE_VA,WIN,120.6,18751.7,18631.2,241.1,18888.4,18992.8,18751.7
2025-04-11,Viernes,BREAKOUT_SELL,TIER3_NOISY,INSIDE_VA,WIN,104.2,18474.5,18370.3,208.3,18594.7,18682.8,18474.5
2025-04-14,Lunes,FADE_GAP_UP,TIER1_CLEAN,ABOVE_VA,LOSS,-15.9,19185.5,19201.4,79.7,19119.7,19151.0,19071.3
2025-04-15,Martes,BREAKOUT_BUY,TIER2_NORMAL,INSIDE_VA,WIN,122.7,18992.5,19115.2,122.7,18921.0,18992.5,18869.8
2025-04-16,Miércoles,BREAKOUT_SELL,TIER3_NOISY,INSIDE_VA,FLAT,-11.9,18575.8,18587.8,190.3,18676.9,18766.1,18575.8
2025-04-17,Jueves,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,WIN,84.9,18515.6,18430.6,84.9,18538.4,18600.5,18515.6
2025-04-21,Lunes,BREAKOUT_SELL,TIER2_NORMAL,INSIDE_VA,WIN,100.2,18091.8,17991.6,100.2,18147.8,18191.9,18091.8
2025-04-22,Martes,FADE_GAP_UP,TIER1_CLEAN,ABOVE_VA,LOSS,-15.9,18138.0,18153.9,79.7,18088.0,18124.5,18044.8
2025-04-23,Miércoles,FADE_GAP_UP,TIER3_NOISY,ABOVE_VA,LOSS,-38.7,18966.8,19005.4,193.5,18841.4,18952.6,18759.2
2025-04-24,Jueves,FADE_GAP_UP,TIER2_NORMAL,ABOVE_VA,LOSS,-28.9,18853.0,18881.9,144.5,18734.8,18820.6,18676.0
2025-04-25,Viernes,BOUNCE_FROM_VAL,TIER3_NOISY,BELOW_VA,LOSS,-39.1,19283.2,19244.1,195.6,19399.7,19478.9,19283.2
2025-04-28,Lunes,FADE_GAP_UP,TIER1_CLEAN,ABOVE_VA,LOSS,-11.7,19540.0,19551.7,58.7,19488.9,19525.5,19466.8
2025-04-29,Martes,BOUNCE_FROM_VAL,TIER1_CLEAN,BELOW_VA,LOSS,-18.8,19486.6,19467.8,94.0,19554.2,19580.6,19486.6
2025-04-30,Miércoles,BOUNCE_FROM_VAL,TIER3_NOISY,BELOW_VA,LOSS,-39.0,19428.0,19389.0,194.8,19568.0,19622.8,19428.0
2025-05-01,Jueves,BREAKOUT_BUY,TIER1_CLEAN,INSIDE_VA,LOSS,-87.6,20026.8,19939.1,76.2,19984.2,20026.8,19950.6
2025-05-01,Jueves,BREAKOUT_SELL,TIER1_CLEAN,INSIDE_VA,WIN,76.2,19950.6,19874.4,76.2,19984.2,20026.8,19950.6
2025-05-02,Viernes,FADE_GAP_UP,TIER1_CLEAN,ABOVE_VA,LOSS,-19.3,20095.8,20115.1,96.6,19924.4,19984.8,19888.2
