date,weekday,wd_num,val,poc,vah,va_range,prof_hi,prof_lo,prof_range,ny_open_price,ny_open_pos,pm_open,pm_close,pm_hi,pm_lo,pm_range,pm_direction,pm_open_pos,touches_vah,touches_val,touches_poc,breaks_vah,breaks_val,close_above_va,close_below_va,close_inside,ema200,trend,vxn
2026-02-13,VIERNES,4,24644.75,24736.12,24790.27,145.5,24849.5,24578.75,270.8,24780.75,INSIDE_VA,24811.0,24802.75,24995.5,24731.75,263.8,NEUTRAL,ABOVE_VA,True,False,True,True,False,True,False,False,24736.12,MIXED,20.0
2026-02-17,MARTES,1,24532.5,24626.21,24702.88,170.4,24815.75,24475.0,340.8,24613.0,INSIDE_VA,24599.25,24776.75,24889.75,24593.25,296.5,BULLISH,INSIDE_VA,True,False,True,True,False,True,False,False,24130.04,MIXED,25.0
2026-02-18,MIÉRCOLES,2,24824.36,24913.82,24940.13,115.8,24962.5,24752.0,210.5,24828.75,INSIDE_VA,25086.5,24957.5,25128.25,24856.0,272.2,BEARISH,ABOVE_VA,True,False,True,True,False,True,False,False,24137.29,MIXED,25.6
2026-02-19,JUEVES,3,24801.19,24855.76,24913.96,112.8,25054.0,24763.0,291.0,24855.0,INSIDE_VA,24925.0,24863.5,24959.5,24749.0,210.5,BEARISH,INSIDE_VA,True,True,True,True,True,False,False,True,24146.54,MIXED,24.2
2026-02-20,VIERNES,4,24783.77,24936.9,24956.04,172.3,24984.75,24678.5,306.2,24769.75,INSIDE_VA,25118.25,25074.0,25139.5,24879.25,260.2,BEARISH,ABOVE_VA,True,False,True,True,False,True,False,False,24936.9,MIXED,20.0
2026-02-23,LUNES,0,24881.44,24910.53,24994.9,113.5,25040.0,24807.25,232.8,24935.0,INSIDE_VA,24743.25,24768.0,24820.25,24668.0,152.2,BULLISH,BELOW_VA,False,True,False,False,True,False,True,False,24161.39,MIXED,24.8
2026-02-24,MARTES,1,24763.62,24831.06,24901.87,138.2,24964.25,24694.5,269.8,24876.75,INSIDE_VA,24976.5,25029.5,25078.75,24969.25,109.5,BULLISH,ABOVE_VA,True,False,False,True,False,True,False,False,24173.54,MIXED,22.9
2026-02-25,MIÉRCOLES,2,25124.52,25132.91,25330.17,205.6,25353.25,25017.5,335.8,25150.75,INSIDE_VA,25295.25,25383.25,25396.5,25282.75,113.8,BULLISH,INSIDE_VA,True,False,False,True,False,True,False,False,24182.57,MIXED,23.6
2026-02-26,JUEVES,3,25270.46,25364.06,25399.16,128.7,25415.25,25181.25,234.0,25383.0,INSIDE_VA,24999.5,25083.25,25099.0,24888.75,210.2,BULLISH,BELOW_VA,False,True,False,False,True,False,True,False,24190.75,BULL,24.5
2026-02-27,VIERNES,4,24783.98,24934.44,24938.4,154.4,25098.75,24782.0,316.8,24871.0,INSIDE_VA,24983.5,24998.25,25036.75,24873.0,163.8,NEUTRAL,ABOVE_VA,True,False,True,True,False,True,False,False,24934.44,MIXED,20.0
2026-03-02,LUNES,0,24542.86,24648.23,24737.8,194.9,24898.5,24477.0,421.5,24621.5,INSIDE_VA,24923.75,25021.75,25101.0,24852.0,249.0,BULLISH,ABOVE_VA,True,False,False,True,False,True,False,False,24204.59,MIXED,27.5
2026-03-03,MARTES,1,24453.19,24481.88,24631.06,177.9,24829.0,24370.0,459.0,24496.0,INSIDE_VA,24447.25,24756.5,24850.0,24436.5,413.5,BULLISH,INSIDE_VA,True,True,True,True,True,True,False,False,24213.78,MIXED,24.9
2026-03-04,MIÉRCOLES,2,24784.7,24831.82,24967.3,182.6,24970.25,24499.0,471.2,24889.5,INSIDE_VA,25127.25,25121.5,25217.75,25051.0,166.8,NEUTRAL,ABOVE_VA,True,False,False,True,False,True,False,False,24222.1,MIXED,26.0
2026-03-05,JUEVES,3,25006.79,25043.24,25140.44,133.6,25205.75,24962.75,243.0,24994.5,INSIDE_VA,25080.25,25048.5,25123.0,24772.5,350.5,BEARISH,INSIDE_VA,False,True,True,False,True,False,False,True,24226.56,MIXED,31.4
2026-03-06,VIERNES,4,24612.08,24625.4,24878.45,266.4,25141.5,24608.75,532.8,24644.5,INSIDE_VA,24859.0,24667.5,24926.25,24601.0,325.2,BEARISH,INSIDE_VA,True,True,True,True,True,False,False,True,24625.4,MIXED,20.0
2026-03-09,LUNES,0,24286.32,24357.57,24483.64,197.3,24524.75,24086.25,438.5,24380.75,INSIDE_VA,24549.5,24992.0,25058.0,24549.5,508.5,BULLISH,ABOVE_VA,True,False,False,True,False,True,False,False,24241.61,MIXED,27.3
2026-03-10,MARTES,1,24948.49,24962.3,25076.26,127.8,25150.5,24874.25,276.2,24970.25,INSIDE_VA,25151.25,24986.25,25217.5,24940.25,277.2,BEARISH,ABOVE_VA,True,True,True,True,False,False,False,True,24248.99,MIXED,26.8
2026-03-11,MIÉRCOLES,2,24944.53,24947.32,25056.03,111.5,25118.75,24895.75,223.0,24946.25,INSIDE_VA,25065.75,24984.0,25090.0,24873.5,216.5,BEARISH,INSIDE_VA,True,True,True,True,True,False,False,True,24252.09,MIXED,29.8
2026-03-12,JUEVES,3,24710.45,24848.05,24885.23,174.8,24928.0,24630.5,297.5,24834.5,INSIDE_VA,24620.5,24555.75,24735.25,24542.75,192.5,BEARISH,BELOW_VA,False,True,False,False,True,False,True,False,24253.5,MIXED,29.9
2026-03-13,VIERNES,4,24583.26,24639.4,24802.7,219.4,24805.25,24397.0,408.2,24680.5,INSIDE_VA,24490.5,24397.25,24569.25,24350.5,218.8,BEARISH,BELOW_VA,False,True,False,False,True,False,True,False,24639.4,MIXED,20.0
2026-03-16,LUNES,0,24591.42,24630.87,24739.36,147.9,24741.0,24478.0,263.0,24658.0,INSIDE_VA,24694.25,24884.75,25035.0,24647.5,387.5,BULLISH,INSIDE_VA,True,False,False,True,False,True,False,False,24265.32,MIXED,24.7
2026-03-17,MARTES,1,24740.4,24818.15,25012.52,272.1,25117.0,24728.25,388.8,24932.75,INSIDE_VA,25076.0,25010.5,25089.5,24946.25,143.2,BEARISH,ABOVE_VA,True,False,False,True,False,False,False,True,24818.15,MIXED,20.0
